2022-10-07T16:17Z;00:14;00:14
2022-10-07T16:18Z;00:28;00:14
2022-10-07T16:18Z;00:43;00:15
2022-10-07T16:18Z;00:55;00:12
2022-10-07T16:18Z;00:56;00:00
2022-10-07T16:18Z;00:56;00:00
2022-10-07T16:18Z;00:56;00:00
2022-10-07T16:18Z;00:57;00:00
2022-10-07T16:18Z;00:57;00:00
2022-10-07T16:18Z;00:57;00:00
2022-10-07T16:18Z;00:58;00:00
2022-10-07T16:18Z;00:58;00:00
2022-10-07T16:18Z;00:58;00:00
2022-10-07T16:18Z;00:58;00:00
2022-10-07T16:18Z;00:58;00:00
2022-10-07T16:18Z;00:59;00:00
2022-10-07T16:18Z;00:59;00:00
2022-10-07T16:18Z;00:59;00:00
2022-10-07T16:18Z;00:59;00:00
2022-10-07T16:18Z;01:00;00:00
2022-10-07T16:18Z;01:00;00:00
2022-10-07T16:18Z;01:00;00:00
2022-10-07T16:18Z;01:00;00:00
2022-10-07T16:18Z;01:01;00:00
2022-10-07T16:18Z;01:01;00:00
2022-10-07T16:18Z;01:01;00:00
2022-10-07T16:18Z;01:01;00:00
2022-10-07T16:18Z;01:02;00:00
2022-10-07T16:18Z;01:02;00:00
2022-10-07T16:18Z;01:02;00:00
2022-10-07T16:18Z;01:02;00:00
2022-10-07T16:18Z;01:03;00:00
2022-10-07T16:18Z;01:03;00:00
2022-10-07T16:18Z;01:03;00:00
2022-10-07T16:18Z;01:03;00:00
2022-10-07T16:18Z;01:04;00:00
2022-10-07T16:18Z;01:04;00:00
2022-10-07T16:18Z;01:04;00:00
2022-10-07T16:18Z;01:05;00:00
2022-10-07T16:18Z;01:05;00:00
2022-10-07T16:18Z;01:05;00:00
2022-10-07T16:18Z;01:05;00:00
2022-10-07T16:18Z;01:06;00:00
2022-10-07T16:18Z;01:06;00:00
2022-10-07T16:18Z;01:06;00:00
2022-10-07T16:18Z;01:06;00:00
2022-10-07T16:18Z;01:07;00:00
2022-10-07T16:18Z;01:07;00:00
2022-10-07T16:18Z;01:07;00:00
2022-10-07T16:18Z;01:07;00:00
2022-10-07T16:18Z;01:08;00:00
2022-10-07T16:18Z;01:08;00:00
2022-10-07T16:18Z;01:08;00:00
2022-10-07T16:18Z;01:08;00:00
2022-10-07T16:18Z;01:09;00:00
2022-10-07T16:18Z;01:09;00:00
2022-10-07T16:18Z;01:09;00:00
2022-10-07T16:18Z;01:09;00:00
2022-10-07T16:18Z;01:10;00:00
2022-10-07T16:18Z;01:10;00:00
2022-10-07T16:18Z;01:10;00:00
2022-10-07T16:18Z;01:10;00:00
2022-10-07T16:18Z;01:11;00:00
2022-10-07T16:18Z;01:11;00:00
2022-10-07T16:18Z;01:11;00:00
2022-10-07T16:18Z;01:11;00:00
2022-10-07T16:18Z;01:12;00:00
2022-10-07T16:18Z;01:12;00:00
2022-10-07T16:18Z;01:12;00:00
2022-10-07T16:18Z;01:12;00:00
2022-10-07T16:18Z;01:13;00:00
2022-10-07T16:18Z;01:13;00:00
2022-10-07T16:18Z;01:13;00:00
